transaction_id,customer_id,order_date_raw,amount_raw,currency,payment_method,status,refund_raw
T200835,,,,usd,Cash,failed,0
T200836,C10370,05/13/2023,,USD,Card,CHARGEBACK,0
T200837,C10363,2023-02-24 20:52:00,free,aed,,refunded,Y
T200838,C10024,,free,US$,Bank Transfer,pending,-
T200839,,2023-10-01 17:01:00,$302.76,USD,paypal,FAILED,N
T200840,C10127,,7.35,,Card,chargeback,no
T200841,C10047,17-Jul-2024,40.04,PKR,apple_pay,failed,1
T200842,C10162,2024-01-27 17:26:00,$0.00,aed,Bank Transfer,PENDING,yes
T200843,C10000,2024-07-24 01:56:00,252.85,AED,PayPal,CHARGEBACK,refund
T200844,C10284,16-Feb-2024,177.72,USD,cash,PENDING,Y
T200845,C10044,2022-02-12,103.18dhs,AED,Cash,FAILED,-
T200846,C10023,not a date,,,Card,paid,N
T200847,C10401,02/20/2023,,USD,Cash,,0
T200848,C10035,04/19/2023,,USD,,PENDING,0
T200849,C10289,05/14/2022,141.43,PKR,apple_pay,failed,Y
T200850,C10356,2024-00-12,free,USD,Apple Pay,CHARGEBACK,no
T200851,C10139,06/27/2022,346.80 AED,USD,cash,REFUNDED,N
T200852,C10205,18-Nov-2023,free,GBP,bank_transfer,Paid,0
T200853,C10409,,81.78 AED,US$,Apple Pay,PAID,
T200854,C10348,not a date,,PKR,cash,Paid,Y
T200855,C10257,24-Feb-2023,,EUR,card,CHARGEBACK,yes
T200856,C10271,,234.29,aed,Bank Transfer,REFUNDED,-
T200857,C10046,2024-00-12,,,cash,REFUNDED,
T200858,C10106,2024-00-12,0.00,AED,apple_pay,REFUNDED,FALSE
T200859,C10117,13/03/2024,,AED,apple_pay,failed,0
T200860,C10364,15-Sep-2024,,US$,card,pending,yes
T200861,C10112,2022-04-05,,usd,PayPal,FAILED,yes
T200862,C10384,2024-05-06,99.56,USD,bank_transfer,REFUNDED,FALSE
T200863,C10164,22/06/2023,,,cash,,Y
T200864,C10111,21-Aug-2022,,,cash,paid,0
T200865,C10175,2022/09/30,free,,,PAID,full
T200866,C10208,,$0.00,USD,card,Paid,1
T200867,C10348,,45.71 AED,,cash,PAID,FALSE
T200868,C10169,11/10/2022,AED 241.98,PKR,paypal,,refund
T200869,C10214,,,GBP,bank_transfer,chargeback,partial
T200870,C10321,2024-00-12,,US$,apple_pay,failed,TRUE
T200871,C10006,,177.01,,cash,CHARGEBACK,yes
T200872,C10209,19-Jul-2022,121.50 AED,usd,paypal,Paid,0
T200873,C10206,2024-00-12,0dhs,usd,PayPal,failed,partial
T200874,C10296,10-Jan-2024,$88.47,aed,apple_pay,PENDING,TRUE
T200875,C10164,,AED 298.26,USD,Cash,PENDING,
T200876,C10144,2022-05-04,193.83,,Apple Pay,refunded,TRUE
T200877,C10205,,286.85,US$,Card,paid,N
T200878,C10194,not a date,,PKR,Cash,PENDING,
T200879,C10195,,23.95 AED,,paypal,refunded,no
T200880,C10409,2024/06/24,324.2dhs,USD,Apple Pay,PENDING,
T200881,C10397,2022/09/19,AED 294.38,usd,bank_transfer,CHARGEBACK,N
T200882,C10294,,0.00,,PayPal,Paid,
T200883,C10090,2022-08-25,0.00 AED,EUR,,REFUNDED,refund
T200884,C10259,,172.53 AED,usd,Bank Transfer,FAILED,-
T200885,C10269,2024-00-12,136.86 AED,د.إ,PayPal,chargeback,FALSE
T200886,C10331,2023-02-14,169.99 AED,,Apple Pay,pending,no
T200887,C10176,not a date,171.49,USD,apple_pay,chargeback,-
T200888,C10021,2024/04/15,free,aed,Cash,refunded,refund
T200889,C10339,,79.7,د.إ,apple_pay,PAID,
T200890,C10311,2023/05/18,0,,apple_pay,Paid,1
T200891,C10264,23-Oct-2023,390.81,د.إ,cash,refunded,no
T200892,C10334,2023-10-19,free,AED,apple_pay,chargeback,0
T200893,C10310,07/10/2023,264.4,AED,Cash,PENDING,no
T200894,,,188.16,د.إ,Apple Pay,FAILED,yes
T200895,C10386,2023/06/17,5.13,,Apple Pay,chargeback,FALSE
T200896,C10314,18/07/2023,$218.34,,cash,FAILED,refund
T200897,C10371,14-Jul-2024,100.24dhs,AED,bank_transfer,REFUNDED,TRUE
T200898,C10216,24-Feb-2023,285.04,EUR,PayPal,pending,full
T200899,C10020,2022/03/01,,EUR,Apple Pay,CHARGEBACK,
T200900,C10058,,AED 217.36,GBP,cash,CHARGEBACK,TRUE
T200901,C10283,20-Mar-2022,free,AED,card,CHARGEBACK,TRUE
T200902,C10389,,27.63dhs,AED,,Paid,full
T200903,C10016,,280.55dhs,PKR,Cash,REFUNDED,
T200904,C10364,03/08/2024,,,card,refunded,0
T200905,C10358,2024-00-12,166.23,GBP,PayPal,refunded,Y
T200906,C10406,2023-04-28,145.32,GBP,paypal,REFUNDED,
T200907,C10293,not a date,,aed,card,PENDING,FALSE
T200908,C10176,not a date,,GBP,card,,yes
T200909,,2023-07-25 08:36:00,350.77 AED,USD,bank_transfer,refunded,Y
T200910,C99999,not a date,193.48,USD,Card,paid,full
T200911,C10398,not a date,,usd,paypal,pending,0
T200912,C10221,2023-03-29,306.60 AED,EUR,Card,Paid,refund
T200913,C10336,2024-00-12,,,Card,PAID,yes
T200914,C10017,2022-02-21,$308.72,PKR,Cash,FAILED,N
T200915,C10413,31/08/2022,321.56,,paypal,Paid,1
T200916,C10198,,108.31,aed,paypal,,N
T200917,C10303,2024-02-03,,PKR,Bank Transfer,,N
T200918,C10288,2024-00-12,177.33,PKR,,paid,N
T200919,C10145,2023-04-05 09:37:00,251.01dhs,aed,Apple Pay,CHARGEBACK,no
T200920,C10397,13-Sep-2022,AED 124.85,PKR,Apple Pay,refunded,
T200921,C10200,2024-00-12,,USD,Card,,refund
T200922,C10058,19/03/2022,,د.إ,Apple Pay,FAILED,partial
T200923,C10041,,256.75 AED,EUR,paypal,chargeback,no
T200924,C10006,2023/09/28,,د.إ,apple_pay,PENDING,yes
T200925,C10001,,177.49,GBP,Card,,FALSE
T200926,C10237,2023/02/24,398.21,د.إ,apple_pay,,-
T200927,C10358,07/03/2023,365.15,د.إ,card,CHARGEBACK,
T200928,C10142,2024-00-12,$68.99,aed,apple_pay,PAID,partial
T200929,C10414,,286.62,usd,PayPal,chargeback,1
T200930,C10001,13/03/2023,244.29,EUR,paypal,failed,refund
T200931,C10401,06/30/2023,free,AED,apple_pay,Paid,full
T200932,,,,aed,PayPal,failed,N
T200933,C10380,30/09/2022,AED 248.09,EUR,cash,REFUNDED,-
T200934,,05/03/2024,,,apple_pay,,
T200935,C10409,28/08/2023,AED 410.67,د.إ,,chargeback,partial
T200936,C10214,,132.81 AED,AED,,PAID,partial
T200937,C10164,2023/03/07,$241.56,usd,cash,CHARGEBACK,refund
T200938,C10323,2023-12-04 21:42:00,free,usd,,REFUNDED,0
T200939,C10269,2024-00-12,254.56,,apple_pay,CHARGEBACK,-
T200940,C10125,2024-00-12,,,Apple Pay,failed,TRUE
T200941,C10332,not a date,$220.66,usd,,PAID,yes
T200942,C10061,12/15/2023,AED 233.81,US$,paypal,refunded,1
T200943,C10012,27-Jan-2024,,,PayPal,PAID,0
T200944,C10163,not a date,,EUR,card,,no
T200945,C10124,01/01/2023,$34.39,usd,Apple Pay,PAID,
T200946,C10010,2023/02/13,220.91,usd,Cash,Paid,full
T200947,C10218,2023-08-03 20:06:00,,,Apple Pay,CHARGEBACK,0
T200948,C10125,2024-02-22 19:55:00,,EUR,Apple Pay,REFUNDED,1
T200949,C10108,,185.71 AED,EUR,cash,PENDING,Y
T200950,C10396,05/05/2023,AED 308.13,GBP,Apple Pay,PENDING,N
T200951,C10397,,307.51,GBP,cash,PENDING,Y
T200952,C10310,,free,,card,Paid,N
T200953,C10310,2024-07-31 23:53:00,161.96,usd,apple_pay,REFUNDED,N
T200954,C10217,2022/11/18,free,usd,paypal,refunded,FALSE
T200955,C10239,2023/09/23,,usd,Apple Pay,PAID,yes
T200956,C10379,,251.12,US$,Apple Pay,pending,TRUE
T200957,C10361,,$462.22,,paypal,Paid,partial
T200958,C10318,06/13/2023,348.6,GBP,,paid,FALSE
T200959,C10066,,free,,card,,TRUE
T200960,C10070,04-Jul-2023,341.99,PKR,apple_pay,Paid,Y
T200961,C10139,09/25/2024,AED 0.00,GBP,,REFUNDED,FALSE
T200962,C10184,2023-01-09,155.91,GBP,Bank Transfer,failed,FALSE
T200963,C10094,06-Jan-2023,$128.08,GBP,Cash,CHARGEBACK,TRUE
T200964,C10220,08/10/2023,329.95dhs,GBP,bank_transfer,refunded,full
T200965,C10006,2022-05-20,AED 382.61,AED,bank_transfer,pending,1
T200966,C10081,not a date,100.33dhs,د.إ,bank_transfer,PENDING,no
T200967,C10032,,AED 184.64,PKR,Bank Transfer,CHARGEBACK,1
T200968,C10082,,246.86,GBP,Cash,refunded,no
T200969,,22-Jan-2024,,د.إ,paypal,REFUNDED,yes
T200970,C10O01,2022-12-24 20:59:00,104.58,PKR,Card,REFUNDED,-
T200971,C10234,06/05/2022,98.71dhs,PKR,card,pending,
T200972,C10296,2024-09-27,$286.19,aed,apple_pay,Paid,N
T200973,C10028,2022/10/09,,aed,Apple Pay,chargeback,TRUE
T200974,C10186,,316.24,EUR,cash,,full
T200975,,2024-00-12,$190.42,USD,,chargeback,partial
T200976,C10229,not a date,AED 270.20,PKR,paypal,FAILED,no
T200977,C10388,22-Jun-2024,365.40 AED,USD,paypal,chargeback,no
T200978,C10003,2024-00-12,99.73dhs,,apple_pay,pending,Y
T200979,C10132,2023-10-22 16:57:00,82.0,,card,paid,TRUE
T200980,C10318,05/09/2022,231.21,GBP,cash,failed,-
T200981,C10307,09/01/2023,56.2,PKR,bank_transfer,failed,no
T200982,C10081,16-Jul-2023,92.40 AED,,paypal,Paid,partial
T200983,C10022,,,,Apple Pay,,refund
T200984,C10237,,198.82dhs,GBP,PayPal,PAID,FALSE
T200985,C10233,2023/01/15,,usd,Apple Pay,paid,-
T200986,C10388,07/11/2022,,د.إ,PayPal,failed,TRUE
T200987,C10280,04/23/2023,249.89dhs,EUR,,paid,FALSE
T200988,C10406,2024-00-12,341.16dhs,PKR,PayPal,Paid,
T200989,C10005,2023-08-28,0dhs,US$,bank_transfer,paid,
T200990,C10367,2024-00-12,free,EUR,bank_transfer,PENDING,
T200991,C10403,not a date,285.59,PKR,,pending,N
T200992,C10107,2024-07-03 01:44:00,50.07,USD,,,yes
T200993,C10293,,3.99,د.إ,PayPal,FAILED,
T200994,C10378,03/20/2022,229.97dhs,USD,cash,chargeback,TRUE
T200995,C10251,not a date,AED 13816.01,EUR,Cash,REFUNDED,yes
T200996,C10034,02/16/2023,396.22,,paypal,failed,
T200997,C10382,06/07/2024,free,,PayPal,PAID,full
T200998,C10202,2023-06-03 13:55:00,270.61,EUR,card,PAID,
T200999,C10073,,391.63,GBP,PayPal,CHARGEBACK,yes
T201000,C10O01,2022-04-24,AED 40.38,,Bank Transfer,CHARGEBACK,Y
T201001,C10092,2024-00-12,$213.35,EUR,paypal,Paid,-
T201002,C10234,2024-00-12,$192.05,GBP,paypal,chargeback,FALSE
T201003,C10144,23-Feb-2023,,EUR,paypal,CHARGEBACK,partial
T201004,C10156,19-Nov-2023,,,Card,Paid,no
T201005,C10289,2022-12-01,free,USD,card,chargeback,
T201006,C10199,,$21.59,aed,Cash,pending,TRUE
T201007,C10051,,257.57,aed,paypal,,-
T201008,C10167,2024-00-12,,د.إ,Apple Pay,REFUNDED,partial
T201009,C10162,2024-00-12,,EUR,PayPal,CHARGEBACK,Y
T201010,C10007,12/23/2023,,EUR,,,FALSE
T201011,C10414,02-Jan-2022,,,Apple Pay,chargeback,yes
T201012,C10221,2024-00-12,free,د.إ,Apple Pay,failed,full
T201013,C10292,12/05/2023,73.18,USD,Cash,Paid,-
T201014,,2024-00-12,,US$,Apple Pay,CHARGEBACK,full
T201015,C10037,2022/04/27,AED 29.25,,bank_transfer,,
T201016,C10274,2022/05/04,30.53,PKR,paypal,PENDING,-
T201017,C10252,2022/08/08,80.71 AED,USD,card,PENDING,-
T201018,C10001,2024-00-12,12.01,د.إ,Apple Pay,,0
T201019,C10049,2024-00-12,AED 253.39,GBP,bank_transfer,refunded,Y
T201020,C10369,2023-04-28,,USD,paypal,Paid,full
T201021,C10006,,,US$,Apple Pay,PAID,Y
T201022,C10364,08/13/2022,,د.إ,PayPal,REFUNDED,refund
T201023,C10010,2022-12-14 12:07:00,,GBP,cash,FAILED,
T201024,C10189,15-Feb-2022,,AED,apple_pay,refunded,refund
T201025,C10168,30/08/2023,122.83,EUR,Cash,refunded,refund
T201026,C10199,2023-07-29,14.45 AED,aed,,Paid,yes
T201027,C10007,2023-06-30 13:37:00,AED 69.22,,apple_pay,FAILED,FALSE
T201028,C10118,,276.53dhs,د.إ,Card,PAID,no
T201029,C10037,,232.82 AED,US$,Apple Pay,FAILED,no
T201030,C10309,,AED 125.11,aed,Cash,paid,
T201031,C10358,not a date,,US$,cash,paid,refund
T201032,C10199,09-Mar-2024,170.03,,Apple Pay,CHARGEBACK,
T201033,C10417,07/04/2024,$243.18,US$,Cash,PAID,
T201034,C10277,2023-07-08,0dhs,,Card,,yes
T201035,C10348,not a date,AED 404.42,PKR,PayPal,chargeback,Y
T201036,C10213,04/23/2023,AED 147.90,USD,cash,Paid,-
T201037,C10000,2024-02-11 19:43:00,,GBP,apple_pay,Paid,Y
T201038,C10039,2023/10/19,,EUR,Card,Paid,full
T201039,C10395,2023/09/26,free,AED,cash,,refund
T201040,C10121,16/05/2022,182.22 AED,usd,paypal,Paid,FALSE
T201041,C10303,2024-09-14,,USD,PayPal,FAILED,1
T201042,C10209,,192.15,US$,paypal,Paid,TRUE
T201043,C10054,2023-11-16,318.79dhs,GBP,cash,refunded,partial
T201044,C10030,,,,bank_transfer,REFUNDED,N
T201045,C10199,15-Aug-2022,,usd,apple_pay,pending,no
T201046,C10065,2022-03-06,AED 79.93,EUR,paypal,FAILED,refund
T201047,C10019,not a date,AED 367.56,usd,paypal,FAILED,yes
T201048,C10283,2024/08/16,AED 50.77,AED,PayPal,PENDING,FALSE
T201049,C10037,2022-07-01 02:01:00,AED 4.71,EUR,Card,FAILED,refund
T201050,C10350,2022-06-27 03:13:00,free,aed,apple_pay,,1
T201051,C10239,2024-00-12,AED 72.41,,Card,pending,TRUE
T201052,C10340,2024-00-12,$138.59,GBP,PayPal,Paid,-
T201053,C10327,2023-01-04,free,aed,bank_transfer,,refund
T201054,C10219,19-Aug-2022,free,,Bank Transfer,FAILED,refund
T201055,C10343,not a date,free,USD,Apple Pay,pending,
T201056,C10103,not a date,372.29 AED,EUR,cash,PENDING,partial
T201057,C10348,,0dhs,,Apple Pay,CHARGEBACK,no
T201058,C10095,2023-02-20 11:44:00,$188.23,AED,cash,refunded,partial
T201059,C10131,2024-00-12,,aed,apple_pay,,-
T201060,C10417,2023-12-17,279.8,US$,Cash,pending,refund
T201061,C10348,2022-05-03 14:06:00,free,,card,CHARGEBACK,full
T201062,C10026,2024-00-12,,aed,bank_transfer,,1
T201063,C10386,not a date,,PKR,paypal,REFUNDED,no
T201064,C10036,28/04/2023,free,AED,PayPal,,
T201065,C10247,,84.99,GBP,paypal,paid,partial
T201066,C10301,,$127.36,,Apple Pay,paid,
T201067,C10384,2023-10-15 08:35:00,192.34dhs,PKR,paypal,CHARGEBACK,Y
T201068,C10175,2023/03/19,154.94,EUR,Apple Pay,REFUNDED,partial
T201069,C10102,09/24/2024,,EUR,paypal,CHARGEBACK,N
T201070,C10395,2024-00-12,85.89,,Apple Pay,FAILED,partial
T201071,C10089,,188.48,AED,Apple Pay,,N
T201072,C10402,27/06/2023,,aed,card,paid,TRUE
T201073,C10073,23/07/2024,free,PKR,Apple Pay,pending,partial
T201074,C10017,2024/06/18,,,Cash,CHARGEBACK,0
T201075,C10378,20/04/2022,152.12 AED,PKR,card,chargeback,partial
T201076,C10051,02/21/2024,92.54,,paypal,,TRUE
T201077,C10159,2024-04-20 05:04:00,399.49dhs,aed,Apple Pay,PENDING,
T201078,C10259,2024-00-12,$246.58,EUR,apple_pay,PAID,-
T201079,C10129,,free,USD,paypal,chargeback,
T201080,C10124,,217.28,usd,apple_pay,Paid,-
T201081,C10135,02/07/2024,212.05,AED,PayPal,,full
T201082,C10386,not a date,126.68 AED,AED,Apple Pay,pending,full
T201083,,2024-00-12,8983.9,PKR,Cash,PAID,-
T201084,C10393,2024-00-12,265.95 AED,usd,paypal,,1
T201085,C10016,25-Feb-2022,,USD,,Paid,partial
T201086,C10030,26/07/2023,162.73,AED,,chargeback,
T201087,C10002,28/01/2024,267.69,,card,PENDING,no
T201088,C10350,04/16/2024,$287.87,usd,card,failed,refund
T201089,C10089,not a date,,AED,card,refunded,-
T201090,C10240,2022-05-18 23:12:00,free,EUR,Bank Transfer,PENDING,
T201091,C10102,26/02/2022,AED 126.81,aed,Apple Pay,failed,refund
T201092,C10138,not a date,,د.إ,,REFUNDED,Y
T201093,C10247,2022/08/30,AED 218.68,USD,,PENDING,partial
T201094,C99999,2023-05-07 18:53:00,78.82,usd,,CHARGEBACK,0
T201095,C10410,25/08/2024,127.87,US$,paypal,failed,N
T201096,C10167,,209.45,GBP,cash,CHARGEBACK,
T201097,C10243,,221.98,aed,PayPal,PENDING,-
T201098,C10042,not a date,218.59 AED,,Apple Pay,pending,1
T201099,C10188,03/31/2024,,AED,,paid,
T201100,C10163,2022/08/26,AED 119.56,PKR,Card,PAID,0
T201101,C10288,14-Jun-2024,210.02 AED,USD,Bank Transfer,Paid,yes
T201102,C10284,06/22/2024,,د.إ,apple_pay,PENDING,N
T201103,C10O01,12-May-2022,237.76,,apple_pay,PAID,no
T201104,C10267,16-Nov-2022,AED 318.41,د.إ,cash,,1
T201105,C10144,2023/07/04,325.66,usd,,Paid,
T201106,C10345,2023/04/01,,usd,Bank Transfer,Paid,
T201107,C10058,11/06/2024,146.46,US$,card,paid,0
T201108,,09-Jan-2024,331.49dhs,PKR,Apple Pay,PAID,refund
T201109,C10401,2024-00-12,168.8,AED,bank_transfer,PENDING,
T201110,C10412,08/28/2024,295.04,EUR,,REFUNDED,FALSE
T201111,C10315,06/14/2024,63.31,USD,Apple Pay,REFUNDED,partial
T201112,C10372,,346.0,usd,Apple Pay,chargeback,
T201113,C10003,2024/04/03,,USD,paypal,PAID,refund
T201114,C10413,2022-06-14,235.69,usd,PayPal,,refund
T201115,C10398,,free,aed,PayPal,chargeback,N
T201116,C10052,,,AED,paypal,refunded,TRUE
T201117,C10163,2024-02-29,AED 198.15,AED,,PENDING,0
T201118,C10340,2024-00-12,211.61,GBP,Apple Pay,PENDING,yes
T201119,C10262,2023-02-06 07:11:00,free,AED,,pending,0
T201120,C10275,,153.79,USD,bank_transfer,FAILED,0
T201121,C10281,2023-06-16 14:08:00,203.09,,Card,,FALSE
T201122,C10036,07/10/2023,$347.47,,PayPal,Paid,no
T201123,C10245,06/29/2022,free,US$,PayPal,chargeback,yes
T201124,C10206,02/14/2022,83.2,usd,apple_pay,PENDING,FALSE
T201125,C10220,,free,US$,Bank Transfer,CHARGEBACK,1
T201126,C10318,2022/10/31,,GBP,cash,pending,partial
T201127,C10157,24-Jan-2022,$0.00,,,PAID,1
T201128,C10373,not a date,284.53 AED,AED,bank_transfer,CHARGEBACK,1
T201129,C10323,not a date,free,,,REFUNDED,1
T201130,C10355,2024-00-12,105.89,aed,Card,CHARGEBACK,-
T201131,C10364,2022-07-11,AED 211.73,aed,cash,PAID,N
T201132,C10341,2024-01-03 18:11:00,101.16 AED,USD,Apple Pay,paid,-
T201133,C10274,,AED 464.48,USD,cash,REFUNDED,no
T201134,,24-Jul-2024,0.93,د.إ,paypal,PENDING,1
T201135,C10377,2022-03-27 08:09:00,free,AED,Bank Transfer,failed,no
T201136,C10226,2024-07-12 04:11:00,$16.92,GBP,Apple Pay,PAID,1
T201137,C10235,,74.17dhs,USD,cash,pending,partial
T201138,C10080,2022-04-27,28.83,USD,paypal,REFUNDED,full
T201139,C10182,07-Oct-2022,free,GBP,apple_pay,FAILED,0
T201140,C10002,2023-07-14,$293.59,,Apple Pay,Paid,full
T201141,C10163,2022-08-26 01:11:00,463.85,US$,bank_transfer,,Y
T201142,C10304,2023/06/02,AED 466.47,PKR,,REFUNDED,TRUE
T201143,C10414,22/10/2022,free,EUR,Bank Transfer,FAILED,0
T201144,C10111,03/10/2023,free,,cash,FAILED,TRUE
T201145,C10331,2022-08-13,$323.31,GBP,bank_transfer,CHARGEBACK,Y
T201146,C10014,2022-06-23,207.81dhs,aed,,PENDING,partial
T201147,C10000,,,,bank_transfer,FAILED,0
T201148,C10152,,free,د.إ,Cash,PAID,0
T201149,,02/28/2022,AED 34.67,usd,Card,,yes
T201150,C10301,not a date,201.74dhs,US$,bank_transfer,paid,N
T201151,C10284,2024-00-12,$12223.43,EUR,card,FAILED,Y
T201152,C10150,not a date,218.98 AED,USD,PayPal,FAILED,yes
T201153,C10297,2022-04-30,AED 15.52,usd,card,paid,0
T201154,C10285,2022/03/09,free,د.إ,bank_transfer,refunded,
T201155,,,91.62dhs,aed,Cash,CHARGEBACK,
T201156,C10207,2024-00-12,134.84,US$,Apple Pay,PAID,
T201157,C10312,2022-04-20 10:01:00,AED 404.36,US$,Cash,CHARGEBACK,N
T201158,C10267,,$185.32,,Card,,Y
T201159,C10115,05/05/2022,47.78,USD,Cash,REFUNDED,no
T201160,C10060,2023-05-23,AED 197.15,AED,Cash,PENDING,yes
T201161,C10173,05-Sep-2024,147.93 AED,د.إ,bank_transfer,failed,N
T201162,C10098,27-Jun-2024,326.72,aed,,,1
T201163,C10023,2022-01-17 12:23:00,,GBP,,paid,yes
T201164,C10330,2022-01-03 21:35:00,62.18,USD,paypal,pending,
T201165,C10306,06/09/2022,$227.20,,bank_transfer,,
T201166,C10238,2023-12-06,,AED,Bank Transfer,chargeback,yes
T201167,C10223,04/26/2023,90.08dhs,,Cash,paid,Y
T201168,C10086,,,,PayPal,paid,-
T201169,C10192,,,GBP,Apple Pay,refunded,full
T201170,C10352,01/04/2022,$94.82,,,paid,full
T201171,C10080,2024-07-22 13:53:00,AED 260.83,GBP,cash,refunded,refund
T201172,C10135,2024-00-12,362.71,PKR,paypal,failed,Y
T201173,C10000,2024-05-09,589.97dhs,,Card,refunded,1
T201174,C10197,,190.57,PKR,Card,CHARGEBACK,partial
T201175,C10138,2024-00-12,,usd,paypal,pending,FALSE
T201176,C10037,2024-00-12,65.49dhs,GBP,PayPal,PENDING,refund
T201177,C10045,,$255.56,usd,apple_pay,PAID,0
T201178,C10329,,0,,PayPal,PAID,no
T201179,,2023/03/23,102.28,AED,,PAID,partial
T201180,C10014,2024-00-12,,PKR,Card,REFUNDED,full
T201181,C10178,20/03/2023,,GBP,cash,,0
T201182,C10245,2022-01-12,101.17dhs,USD,Bank Transfer,paid,refund
T201183,C10152,08/15/2022,301.12,PKR,Apple Pay,PENDING,Y
T201184,C10361,08-Jul-2024,,usd,PayPal,Paid,Y
T201185,,2022/03/18,$290.40,د.إ,PayPal,FAILED,no
T201186,C10353,17/02/2023,$245.10,PKR,card,pending,partial
T201187,C10233,,281.45 AED,PKR,apple_pay,pending,0
T201188,C10000,2024/03/23,AED 25.25,USD,,pending,no
T201189,C10414,2022-10-13,$184.50,usd,bank_transfer,PAID,Y
T201190,C10160,2024-07-19,$378.93,,Cash,,N
T201191,C10002,not a date,10912.21 AED,usd,,CHARGEBACK,N
T201192,C10354,,316.86,,paypal,PENDING,partial
T201193,C10250,2022-03-30,203.66 AED,د.إ,cash,paid,partial
T201194,C10317,2024-00-12,AED 221.50,usd,cash,Paid,
T201195,C10099,12-Feb-2024,152.04 AED,,paypal,pending,
T201196,C10392,2022-04-30,96.01 AED,,PayPal,,N
T201197,C10000,,363.60 AED,USD,PayPal,pending,-
T201198,C10008,,$135.80,US$,PayPal,pending,yes
T201199,C10397,not a date,AED 122.32,USD,PayPal,refunded,
T201200,C10222,07-Jan-2023,126.78dhs,aed,Cash,chargeback,1
T201201,C10406,not a date,403.48,EUR,Cash,,0
T201202,C10327,20/04/2024,285.38,GBP,bank_transfer,Paid,no
T201203,C10251,07/11/2022,$-289.94,,PayPal,Paid,N
T201204,C10029,not a date,0,PKR,bank_transfer,PAID,no
T201205,C10332,,,د.إ,Card,refunded,yes
T201206,C10152,2024-00-12,,,,chargeback,Y
T201207,C10287,03/08/2023,379.8,PKR,Bank Transfer,,1
T201208,C10410,,,د.إ,Cash,Paid,refund
T201209,C10022,04-Feb-2022,$252.00,US$,cash,Paid,
T201210,C10273,2024-00-12,,AED,PayPal,chargeback,full
T201211,C10229,not a date,252.56dhs,,bank_transfer,CHARGEBACK,no
T201212,C10418,2023/09/01,,AED,paypal,chargeback,FALSE
T201213,C10255,2024/07/15,193.65,د.إ,Card,chargeback,FALSE
T201214,C10042,2023/11/18,$359.63,US$,Apple Pay,PAID,N
T201215,C10325,,282.95,PKR,Bank Transfer,paid,0
T201216,C10094,2023-08-18,,PKR,Card,pending,yes
T201217,,2023/09/02,84.89 AED,,PayPal,REFUNDED,partial
T201218,C10283,2022-01-18,118.45dhs,EUR,PayPal,FAILED,yes
T201219,C10230,15-Mar-2024,274.90 AED,PKR,bank_transfer,CHARGEBACK,Y
T201220,C10289,2023/05/30,,EUR,Cash,PAID,
T201221,C10205,06/08/2023,135.13,,card,paid,no
T201222,C10241,,252.08,,Apple Pay,CHARGEBACK,partial
T201223,C10036,24-Feb-2024,0,US$,Cash,CHARGEBACK,refund
T201224,C10341,2024/08/09,$132.40,GBP,Apple Pay,refunded,0
T201225,C10170,not a date,,aed,apple_pay,failed,-
T201226,C10082,2024-00-12,,د.إ,Card,paid,refund
T201227,C10399,2023-09-15,26.55 AED,,Apple Pay,failed,-
T201228,C10231,03-Jan-2022,,usd,paypal,PENDING,-
T201229,C10303,03/19/2023,216.68,PKR,Cash,FAILED,full
T201230,C10309,2024-00-12,323.62dhs,EUR,bank_transfer,PAID,Y
T201231,C10284,19/02/2024,319.59,AED,bank_transfer,CHARGEBACK,FALSE
T201232,,28/08/2024,220.89,,card,pending,TRUE
T201233,C10346,02/27/2023,free,AED,paypal,CHARGEBACK,FALSE
T201234,C10092,,0.00 AED,د.إ,Card,refunded,FALSE
T201235,C10298,,17.98,usd,cash,,0
T201236,C10052,2024-03-14,59.36,aed,bank_transfer,chargeback,refund
T201237,C10181,,138.24,usd,Card,FAILED,no
T201238,C10178,,free,PKR,Card,Paid,Y
T201239,C10384,2023-06-17,,AED,,REFUNDED,
T201240,C10312,2024-00-12,free,EUR,,PENDING,-
T201241,C10056,2022-02-23 23:57:00,21.45,د.إ,Card,Paid,FALSE
T201242,C10278,13-Feb-2024,0.00 AED,US$,Bank Transfer,,FALSE
T201243,C10229,30-Oct-2022,357.23,GBP,apple_pay,paid,full
T201244,C10296,2023/06/08,free,US$,PayPal,paid,yes
T201245,C10142,2023-04-30 04:39:00,376.22dhs,AED,Bank Transfer,failed,
T201246,C10186,07/09/2023,322.09,,Apple Pay,pending,partial
T201247,C10404,,69.43,,PayPal,PENDING,0
T201248,C10197,2024-00-12,AED 0.00,USD,bank_transfer,paid,0
T201249,C10379,2024-00-12,428.41dhs,PKR,card,refunded,
T201250,C99999,08/11/2022,131.4dhs,EUR,bank_transfer,refunded,Y
T201251,C10407,22/08/2022,$42.65,US$,Apple Pay,PENDING,-
T201252,C10353,14/07/2024,262.94dhs,usd,paypal,chargeback,0
T201253,C10255,2022/07/06,196.38 AED,GBP,,REFUNDED,yes
T201254,C10248,2022/03/17,,US$,card,chargeback,1
T201255,C10403,2022-10-17 09:33:00,free,PKR,cash,chargeback,0
T201256,C10409,11/17/2023,199.36,,PayPal,PENDING,Y
T201257,C10103,2024/05/19,,,cash,Paid,TRUE
T201258,C10049,2024-00-12,,AED,cash,Paid,no
